-0.06727459;0.3116401;-0.1038423;0.2705882;0.5568628;0.9686275
-0.0667499;0.3126236;-0.1036781;0.2705882;0.5568628;0.9686275
-0.0667499;0.3126236;-0.1036781;0.2705882;0.5568628;0.9686275
-0.06479193;0.3163853;-0.1035166;0.2705882;0.5568628;0.9686275
-0.06479193;0.3163853;-0.1035166;0.2705882;0.5568628;0.9686275
-0.06285945;0.3199142;-0.1026825;0.2705882;0.5568628;0.9686275
-0.06285945;0.3199142;-0.1026825;0.2705882;0.5568628;0.9686275
-0.06231963;0.3208522;-0.1025167;0.2705882;0.5568628;0.9686275
-0.06231963;0.3208522;-0.1025167;0.2705882;0.5568628;0.9686275
-0.06006489;0.3248462;-0.1022242;0.2705882;0.5568628;0.9686275
-0.06006489;0.3248462;-0.1022242;0.2705882;0.5568628;0.9686275
-0.0595151;0.3259079;-0.1022382;0.2705882;0.5568628;0.9686275
-0.0595151;0.3259079;-0.1022382;0.2705882;0.5568628;0.9686275
-0.05759139;0.3294651;-0.1018097;0.2705882;0.5568628;0.9686275
-0.05759139;0.3294651;-0.1018097;0.2705882;0.5568628;0.9686275
-0.05646603;0.3314134;-0.1014538;0.2705882;0.5568628;0.9686275
-0.05646603;0.3314134;-0.1014538;0.2705882;0.5568628;0.9686275
-0.05462823;0.3347621;-0.1014522;0.2705882;0.5568628;0.9686275
-0.05462823;0.3347621;-0.1014522;0.2705882;0.5568628;0.9686275
-0.05393403;0.3359183;-0.1012424;0.2705882;0.5568628;0.9686275
-0.05393403;0.3359183;-0.1012424;0.2705882;0.5568628;0.9686275
-0.05038227;0.3422183;-0.1002824;0.2705882;0.5568628;0.9686275
-0.05038227;0.3422183;-0.1002824;0.2705882;0.5568628;0.9686275
-0.04752691;0.3470488;-0.09920442;0.2705882;0.5568628;0.9686275
-0.04752691;0.3470488;-0.09920442;0.2705882;0.5568628;0.9686275
-0.0427995;0.3548364;-0.09768724;0.2705882;0.5568628;0.9686275
-0.0427995;0.3548364;-0.09768724;0.2705882;0.5568628;0.9686275
-0.04189883;0.3562552;-0.097332;0.2705882;0.5568628;0.9686275
-0.04189883;0.3562552;-0.097332;0.2705882;0.5568628;0.9686275
-0.03915469;0.3604651;-0.09641564;0.2705882;0.5568628;0.9686275
-0.03915469;0.3604651;-0.09641564;0.2705882;0.5568628;0.9686275
-0.0376481;0.3625903;-0.09587049;0.2705882;0.5568628;0.9686275
-0.0376481;0.3625903;-0.09587049;0.2705882;0.5568628;0.9686275
-0.03238867;0.3697347;-0.09416807;0.2705882;0.5568628;0.9686275
-0.03238867;0.3697347;-0.09416807;0.2705882;0.5568628;0.9686275
-0.02719575;0.3764026;-0.09242582;0.2705882;0.5568628;0.9686275
-0.02719575;0.3764026;-0.09242582;0.2705882;0.5568628;0.9686275
-0.02193801;0.3822667;-0.09113932;0.2705882;0.5568628;0.9686275
-0.02193801;0.3822667;-0.09113932;0.2705882;0.5568628;0.9686275
-0.02100969;0.3832137;-0.090868;0.2705882;0.5568628;0.9686275
-0.02100969;0.3832137;-0.090868;0.2705882;0.5568628;0.9686275
-0.01631857;0.3878169;-0.08973062;0.2705882;0.5568628;0.9686275
-0.01631857;0.3878169;-0.08973062;0.2705882;0.5568628;0.9686275
-0.01422559;0.3895894;-0.08927751;0.2705882;0.5568628;0.9686275
-0.01422559;0.3895894;-0.08927751;0.2705882;0.5568628;0.9686275
-0.00721458;0.3950416;-0.08791661;0.2705882;0.5568628;0.9686275
-0.00721458;0.3950416;-0.08791661;0.2705882;0.5568628;0.9686275
-0.000182366;0.3998791;-0.08675814;0.2705882;0.5568628;0.9686275
-0.000182366;0.3998791;-0.08675814;0.2705882;0.5568628;0.9686275
0.0006695986;0.4004341;-0.08665466;0.2705882;0.5568628;0.9686275
0.0006695986;0.4004341;-0.08665466;0.2705882;0.5568628;0.9686275
0.007774511;0.4047063;-0.08542609;0.2705882;0.5568628;0.9686275
0.007774511;0.4047063;-0.08542609;0.2705882;0.5568628;0.9686275
0.009127827;0.4054683;-0.08522189;0.2705882;0.5568628;0.9686275
0.009127827;0.4054683;-0.08522189;0.2705882;0.5568628;0.9686275
0.01892209;0.4105637;-0.08371532;0.2705882;0.5568628;0.9686275
0.01892209;0.4105637;-0.08371532;0.2705882;0.5568628;0.9686275
0.02863891;0.4149794;-0.08273268;0.2705882;0.5568628;0.9686275
0.02863891;0.4149794;-0.08273268;0.2705882;0.5568628;0.9686275
0.03666371;0.4179553;-0.08195686;0.2705882;0.5568628;0.9686275
0.03666371;0.4179553;-0.08195686;0.2705882;0.5568628;0.9686275
0.03870127;0.4186187;-0.08181679;0.2705882;0.5568628;0.9686275
0.03870127;0.4186187;-0.08181679;0.2705882;0.5568628;0.9686275
0.04676425;0.4209026;-0.08149171;0.2705882;0.5568628;0.9686275
0.04676425;0.4209026;-0.08149171;0.2705882;0.5568628;0.9686275
0.04888649;0.4214115;-0.08136594;0.2705882;0.5568628;0.9686275
0.04888649;0.4214115;-0.08136594;0.2705882;0.5568628;0.9686275
0.05593298;0.4229612;-0.08116174;0.2705882;0.5568628;0.9686275
0.05593298;0.4229612;-0.08116174;0.2705882;0.5568628;0.9686275
0.05904391;0.4234979;-0.08102822;0.2705882;0.5568628;0.9686275
0.05904391;0.4234979;-0.08102822;0.2705882;0.5568628;0.9686275
0.06905966;0.4246712;-0.08092904;0.2705882;0.5568628;0.9686275
0.06905966;0.4246712;-0.08092904;0.2705882;0.5568628;0.9686275
0.07685352;0.42487;-0.08082449;0.2705882;0.5568628;0.9686275
0.07685352;0.42487;-0.08082449;0.2705882;0.5568628;0.9686275
0.0787644;0.4248198;-0.08081985;0.2705882;0.5568628;0.9686275
0.0787644;0.4248198;-0.08081985;0.2705882;0.5568628;0.9686275
0.08606952;0.4241592;-0.08089638;0.2705882;0.5568628;0.9686275
0.08606952;0.4241592;-0.08089638;0.2705882;0.5568628;0.9686275
0.08791316;0.4239006;-0.08093643;0.2705882;0.5568628;0.9686275
0.08791316;0.4239006;-0.08093643;0.2705882;0.5568628;0.9686275
0.0936964;0.422623;-0.0812484;0.2705882;0.5568628;0.9686275
0.0936964;0.422623;-0.0812484;0.2705882;0.5568628;0.9686275
0.09613957;0.4219524;-0.08133435;0.2705882;0.5568628;0.9686275
0.09613957;0.4219524;-0.08133435;0.2705882;0.5568628;0.9686275
0.1020868;0.4195887;-0.08138442;0.2705882;0.5568628;0.9686275
0.1020868;0.4195887;-0.08138442;0.2705882;0.5568628;0.9686275
0.1037891;0.4186776;-0.08146155;0.2705882;0.5568628;0.9686275
0.1037891;0.4186776;-0.08146155;0.2705882;0.5568628;0.9686275
0.1090649;0.414416;-0.0818367;0.2705882;0.5568628;0.9686275
0.1090649;0.414416;-0.0818367;0.2705882;0.5568628;0.9686275
0.1113717;0.4091594;-0.07929492;0.2705882;0.5568628;0.9686275
